1:  17/63x48÷17=
3342:  13x56x85=
3343:  63÷(32-20)=
3344:  93x(60/57+49)/18=
3345:  (96x33)/86÷32=
3346:  34+(83÷30)=
3347:  (23/41+40)x32=
3348:  (75+30)/94x15=
3349:  80x72+75=
3350:  56/7x(49x56)=
3351:  90+(99x79)=
3352:  66÷23÷48=
3353:  (85-12)÷20=
3354:  41x(92÷19)=
3355:  (21+75)-50=
3356:  82/30-(13÷43)=
3357:  (97x96)-83=
3358:  91x17-42=
3359:  (38x14)/33+49=
3360:  (34+87)+39=
3361:  61÷(7x88)=
3362:  18+19x86=
3363:  66÷(52+34)=
3364:  86/96+(64/58÷37)=
3365:  (32+42)÷52=
3366:  72/73÷(18+100)=
3367:  (38+68)-55/73=
3368:  97÷(26÷70)=
3369:  64/20+(34/24x46)=
3370:  (87-77)x77=
3371:  15x(52x29)=
3372:  (4/63x56)÷83=
3373:  78+13÷39/62=
3374:  (80x53)x7/40=
3375:  (1÷6)x27=
3376:  29÷(33/26÷33)=
3377:  (7/58+71)/34+18=
3378:  (72÷20)÷93=
3379:  80x54÷97=
3380:  37-(16÷38)=
3381:  26+31/55÷44=
3382:  (99÷41)+84/46=
3383:  69÷53-64/82=
3384:  78+(95-51)=
3385:  25x(46x28)=
3386:  43-84/32+38=
3387:  24÷46+77=
3388:  56+86÷7=
3389:  7x28+38=
3390:  79/72-(40÷69)=
3391:  (60/35+31)/73÷9=
3392:  49/3x(38x62)=
3393:  (44÷86)x88=
3394:  (55+25)x10=
3395:  69+38/79x66=
3396:  (100/71+81)x27=
3397:  (30x70)-11/78=
3398:  83x99+17=
3399:  93/92÷(38/74x84)=
3400:  13-38/23÷75=
3401:  (33+2)+6=
3402:  30x21x58=
3403:  45/43x(77/49÷73)=
3404:  79÷(20÷62)=
3405:  34/30-(21÷45)/37=
3406:  (100/55x7)/99÷64=
3407:  (19x82)÷8=
3408:  32÷(19/34x80)=
3409:  73x(2÷3)/18=
3410:  94+(85x99)=
3411:  39x86+77=
3412:  (23x85)+35/55=
3413:  (20+15)÷57/44=
3414:  (30÷21)÷52/59=
3415:  (87x82)-74=
3416:  (33+22)÷76/17=
3417:  16/81x(74+18)/25=
3418:  (58/43x49)/36÷54/27=
3419:  (98-78)÷87=
3420:  82x55/70÷48=
3421:  53÷47x11/67=
3422:  89+(70÷40)=
3423:  79x(19x77)=
3424:  (82÷18)÷21=
3425:  (98x21)÷37/21=
3426:  (82/11x12)+87=
3427:  28x1+58=
3428:  55÷93÷89=
3429:  (95÷69)÷32=
3430:  76x16/98+31=
3431:  (67÷43)÷70=
3432:  61x68x85=
3433:  38/7x(61÷72)=
3434:  (91/57+29)÷11=
3435:  73÷(75+9)=
3436:  (70-69)/46+27=
3437:  12÷(98x17)=
3438:  42÷(29x6)=
3439:  (34/10÷81)/19x88=
3440:  78x36-90=
3441:  91/98÷92x17=
3442:  83÷(37÷50)=
3443:  44-12/59+81=
3444:  99/62÷11+27/64=
3445:  38÷(2÷98)/16=
3446:  (14+7)/51x61/76=
3447:  (60/40+92)/5+77/73=
3448:  100-32÷80=
3449:  (98÷49)÷98=
3450:  (77x93)÷34=
3451:  54-31/19x46/90=
3452:  (71/9x6)x63=
3453:  (41÷60)÷67=
3454:  55+44/39÷66=
3455:  2÷(90-24)/84=
3456:  44÷(16/75+90)=
3457:  60/7x3x98=
3458:  28÷(28÷59)=
3459:  (27/11x89)/63x66=
3460:  51÷(29÷65)=
3461:  21/61x13/14÷56/20=
3462:  46+63/87x74/59=
3463:  (9+60)-42/87=
3464:  (45x2)x89=
3465:  27+47+43/31=
3466:  44+(10÷38)/65=
3467:  80+56+95=
3468:  (70-31)x84=
3469:  83x63÷23=
3470:  63÷62÷14=
3471:  85÷(13÷9)/7=
3472:  17÷(44+72)=
3473:  86+56÷89=
3474:  11+76/53x59=
3475:  5x66÷97=
3476:  (76x13)÷32=
3477:  13-37/68+54=
3478:  15÷56÷48=
3479:  64+(11x60)/3=
3480:  35÷(73-52)/80=
3481:  26-(43÷12)/65=
3482:  40x(82+55)=
3483:  58+(69+88)=
3484:  25÷(24÷16)=
3485:  33÷(70÷76)=
3486:  (33+1)-12=
3487:  12x84÷9=
3488:  (3x82)÷24=
3489:  82x(86x82)=
3490:  31x(53÷91)=
3491:  94/2÷91÷79=
3492:  (84/44x97)÷86=
3493:  (9÷60)÷5=
3494:  60+(29x99)=
3495:  (24x42)/41x34/18=
3496:  42/72+94x75=
3497:  86÷92+27=
3498:  (68/76+64)+27=
3499:  61+73-24=
3500:  (28÷20)x66=
3501:  (12x22)÷35=
3502:  10÷2-28/26=
3503:  (55/92÷95)÷100=
3504:  87÷1x74=
3505:  (18/61+24)x90=
3506:  17÷(97÷49)=
3507:  51+(7x78)/75=
3508:  24-21/87x43=
3509:  (44+2)/80÷78=
3510:  38÷57÷13=
3511:  (77/21x63)/7÷26=
3512:  81+53x70=
3513:  18+(55÷2)=
3514:  (45/78x51)x36/55=
3515:  37÷(50÷32)=
3516:  65/63÷71+35/16=
3517:  26x19x56/14=
3518:  (80/52x99)+52=
3519:  5/12+(66-58)=
3520:  67x(95x61)=
3521:  (51/84x71)x86=
3522:  22+(85+77)=
3523:  67/23÷7+30=
3524:  44÷(12x7)=
3525:  (22x84)÷21=
3526:  (73-27)x63/98=
3527:  66x56/40x73=
3528:  (81x57)/60-23=
3529:  50/58+96/76÷52=
3530:  (34-29)+66=
3531:  (52÷52)x11=
3532:  86÷56+94/85=
3533:  61÷76x4=
3534:  88÷71x16=
3535:  (93÷90)+62=
3536:  89÷(86÷78)=
3537:  (24÷5)x76=
3538:  69/15x71/71+35=
3539:  (24/65÷23)÷14=
3540:  (55-4)÷56=
3541:  (37/9x66)+35=
3542:  60+69+64=
3543:  6-18÷86=
3544:  (67÷37)+39=
3545:  (48x35)+21=
3546:  70-22/16+12=
3547:  (53÷35)÷31=
3548:  (48+21)-7=
3549:  (49x52)/67x79=
3550:  (77-19)-6=
3551:  (60÷95)+99=
3552:  72+(51÷76)/66=
3553:  38÷25÷89=
3554:  99-60-91/71=
3555:  54x(100x7)=
3556:  (41+28)/18+37/4=
3557:  57/44÷(43x53)=
3558:  82x93÷79/15=
3559:  23÷97÷87=
3560:  14+27+76=
3561:  (100x62)-18=
3562:  (37/100+28)/100+69=
3563:  (76+76)÷73=
3564:  70/99÷70+88/82=
3565:  (10x82)-22=
3566:  74/88+(48÷69)/85=
3567:  (79-22)/5+26=
3568:  (78-22)x78=
3569:  (5/12+53)+77=
3570:  78÷(91÷44)=
3571:  82÷6÷89=
3572:  87-(45/44+85)=
3573:  (57x72)-52=
3574:  (52÷30)÷94=
3575:  (31x85)+33=
3576:  (95÷82)x14/57=
3577:  (35x49)-11=
3578:  (89+47)/6÷45=
3579:  63-(13-12)=
3580:  (37÷27)÷24=
3581:  29÷(68x11)=
3582:  (17x93)-97=
3583:  4/99÷(8-3)=
3584:  52-(5/8x52)=
3585:  68/52+(24+76)=
3586:  91+6-43=
3587:  65x(15+58)=
3588:  96-65-12=
3589:  94x(64-44)=
3590:  78-78/30-9=
3591:  5+90+14/40=
3592:  36÷27/19÷12=
3593:  (83+19)/29+59=
3594:  (34x57)÷31/98=
3595:  55-24/36-35/95=
3596:  68x(63÷19)=
3597:  (89x91)+88=
3598:  10+25÷96=
3599:  76÷(81÷67)=
3600:  (59x39)/35+24=
3601:  70-68+98=
3602:  52+(92/54+76)=
3603:  1+(32x45)/82=
3604:  93+50x58/20=
3605:  (18+18)+14/70=
3606:  96+37/60x5=
3607:  (99x44)-22=
3608:  (17-8)÷16=
3609:  98-(18÷21)=
3610:  6+51x16=
3611:  8+6/87÷6=
3612:  33x51+8=
3613:  (48x58)x16=
3614:  16-27/79+85=
3615:  2+93+21=
3616:  73/17x(50x94)/71=
3617:  8÷1-6=
3618:  94+30÷55=
3619:  35-(31÷99)=
3620:  (14÷19)+61=
3621:  57/22x(50+95)=
3622:  79-(40÷61)=
3623:  59+(76-45)=
3624:  22÷(60x37)=
3625:  58+88-15/86=
3626:  72÷33+53=
3627:  (58x19)x78=
3628:  83-50-5/24=
3629:  84÷100+25=
3630:  (88x15)-86=
3631:  3÷(73/83+74)=
3632:  55/36x(91/8÷32)=
3633:  80/78x71-11=
3634:  32x95/93-2/57=
3635:  40+(48÷73)=
3636:  (88÷36)÷59=
3637:  41÷44x76=
3638:  35-22+12/61=
3639:  (53x35)÷78=
3640:  40÷(90/39x17)=
3641:  (29+91)-24=
3642:  93÷(96÷79)/60=
3643:  93÷(47-37)/60=
3644:  3x(4+64)/45=
3645:  44x21-65=
3646:  (70x87)-47=
3647:  (46/30+11)/88+100=
3648:  67x69÷54=
3649:  13+(23÷95)=
3650:  (26x86)x30=
3651:  14+(38+60)=
3652:  71-(56+2)/87=
3653:  70/61+(98x11)=
3654:  27+(78/18+36)=
3655:  71÷(78+21)=
3656:  (28-18)+77=
3657:  (73+50)÷19=
3658:  60x(78÷68)=
3659:  31x71÷5=
3660:  (50+48)+60=
3661:  28/68+(20+29)=
3662:  80÷(18+62)=
3663:  (75x55)-60=
3664:  (44/83x60)+87=
3665:  96x(77÷68)=
3666:  5x(28x65)=
3667:  43x7÷90/79=
3668:  37÷22x70=
3669:  72/37-(10÷39)=
3670:  (75+88)÷95=
3671:  (1+20)+58=
3672:  (90/18-2)÷3=
3673:  8÷(49x34)=
3674:  41x100+86=
3675:  68+8+30=
3676:  60-32÷37=
3677:  (5÷25)÷79=
3678:  35+22x81/22=
3679:  9÷48/1x87=
3680:  (80÷29)÷22=
3681:  (21x99)÷90=
3682:  49+(32÷19)=
3683:  (58x31)÷98=
3684:  (35+4)/77+55=
3685:  (51x59)/94x18=
3686:  95÷(96/16x95)=
3687:  (2x56)+100=
3688:  (65-52)+12=
3689:  43+(16÷50)=
3690:  90/35÷32x30=
3691:  (36x75)x90=
3692:  (52÷90)x98=
3693:  13+(25÷67)=
3694:  (91+52)-33=
3695:  75/1+26/77÷19/69=
3696:  (78/50x75)÷56=
3697:  18+(5+99)=
3698:  (100÷50)+20=
3699:  7-(83÷61)=
3700:  49-27+49=
3701:  97÷(88-25)/37=
3702:  70x56/79÷55=
3703:  78+(96x64)=
3704:  (42/76+53)÷33=
3705:  2x53x52/73=
3706:  (43+46)/52x34/28=
3707:  88x(45÷43)=
3708:  67/100+73+16/32=
3709:  57x(58+51)/70=
3710:  59x21-2=
3711:  9-(1x88)/16=
3712:  (86÷8)x28/58=
3713:  86-78÷58=
3714:  39÷19x56/20=
3715:  30x7/15÷43=
3716:  18x(9+86)=
3717:  11÷(65/80÷5)/89=
3718:  8÷(9x13)=
3719:  98/36+98÷84=
3720:  (11+59)x28=
3721:  (47/87+20)+78/96=
3722:  (46/9+29)÷48/79=
3723:  59/18+65/21+17/16=
3724:  60x99-78=
3725:  (1x97)-41/5=
3726:  23÷(27+44)/80=
3727:  (23÷39)/33+55=
3728:  95x(40+69)/46=
3729:  8+(17÷14)=
3730:  46x63+98/52=
3731:  9+2x67=
3732:  53/12+41+38=
3733:  (99÷95)÷68=
3734:  50x91/70÷35=
3735:  (66/62x79)-97/65=
3736:  86+80-45=
3737:  (28÷31)x13=
3738:  52÷67÷17=
3739:  23/80x(28÷78)=
3740:  94÷3/25+32=
3741:  90+38/56+71=
3742:  (23-9)÷85=
3743:  100+(10/97+10)=
3744:  (2/56x82)/26x91=
3745:  (23÷52)+59=
3746:  (67x23)-95=
3747:  53+61÷8=
3748:  94/53+10/78÷84/94=
3749:  63x(41/38÷84)=
3750:  95x(12+69)=
3751:  66÷(98x69)=
3752:  (10/8+95)-44/19=
3753:  89x19/26÷55=
3754:  15-9-99/90=
3755:  (38/80÷19)÷84/5=
3756:  (87-6)+74=
3757:  66÷17+93=
3758:  48+67÷42=
3759:  8/88÷75÷91/9=
3760:  (100+75)-92=
3761:  (7-3)x77=
3762:  (26x100)+37=
3763:  86+(86÷88)/53=
3764:  30x90+90=
3765:  61÷43+65/11=
3766:  40-(24-1)=
3767:  84+76/7÷96=
3768:  19÷86+15=
3769:  24x(62+83)=
3770:  68÷41x72=
3771:  72/71÷50/80+56=
3772:  73x98x53/100=
3773:  (85÷35)÷7=
3774:  (66÷44)÷57=
3775:  16÷48÷91=
3776:  (15x22)÷96=
3777:  15+53+13=
3778:  72x87/34x94/38=
3779:  31x96/43-69/57=
3780:  18-(64÷31)=
3781:  (7÷52)/76÷88=
3782:  21+(5÷36)=
3783:  (47+99)-13=
3784:  (49÷67)x34=
3785:  (61x35)-98=
3786:  90/64÷27x67=
3787:  (64+38)x70=
3788:  47÷(97+8)=
3789:  19/7÷(81+66)=
3790:  31÷40+94=
3791:  76x41/100x74/72=
3792:  44÷(90+56)=
3793:  14÷(68-34)=
3794:  (86÷6)+87=
3795:  33÷(93x40)=
3796:  (86x12)x66=
3797:  4x34x30=
3798:  17+(76-6)=
3799:  (67+16)/2÷80=
3800:  (73x91)/35+15=
3801:  6/54÷(14+63)=
3802:  (55x88)÷81=
3803:  7+39x100=
3804:  85x53-71/58=
3805:  56x(92+70)=
3806:  (51-30)+77/70=
3807:  (95-90)+45=
3808:  62+88÷54=
3809:  (74÷98)÷64=
3810:  98-(49-30)=
3811:  36/42+33÷37=
3812:  63+98+41=
3813:  (53-50)x82=
3814:  54/1-33÷85=
3815:  19÷88÷26/13=
3816:  65+(86x44)/59=
3817:  (97-81)x73=
3818:  24-88÷99=
3819:  (65x21)x37=
3820:  70x14x40=
3821:  14÷(14+12)=
3822:  35/6x39-89/4=
3823:  53+38x43=
3824:  (58x77)-97=
3825:  (72/8+81)-35=
3826:  (46x79)/24x60=
3827:  (83/53+76)x75=
3828:  3x(28÷59)=
3829:  86÷(26÷72)=
3830:  58÷(15+39)=
3831:  (7x67)/1+43/18=
3832:  (11÷33)/50+48=
3833:  74/64+(45+37)=
3834:  64/28+(64-51)/86=
3835:  30x87-63/12=
3836:  (97-63)/76÷35=
3837:  24+(65+53)=
3838:  (65x37)+66=
3839:  (14x48)-39=
3840:  7-(6÷36)=
3841:  27+57÷44/74=
3842:  (29÷53)÷75=
3843:  60÷63÷63=
3844:  33/85÷27+59=
3845:  (99÷98)+57=
3846:  42x47/36+95=
3847:  (61-29)÷89=
3848:  (99÷27)x89=
3849:  64x(42+5)=
3850:  (34/31+30)+65=
3851:  16÷(69/52+20)=
3852:  37÷98/67÷34/87=
3853:  87/100x(71÷44)/91=
3854:  70÷(76-18)/41=
3855:  82+(31-28)=
3856:  52+36+12=
3857:  (11x35)-88=
3858:  62/22x82+33=
3859:  97x(12+4)/66=
3860:  60-1+100=
3861:  (38x9)-19=
3862:  70-8÷63=
3863:  (39-14)+76/59=
3864:  16/81+80+73=
3865:  14x(1x47)=
3866:  (93+63)÷28=
3867:  (72/12x15)÷57=
3868:  23x(63/74+52)=
3869:  10÷(27+53)=
3870:  (78÷63)÷52=
3871:  14/90x(51÷2)=
3872:  83x(24+12)=
3873:  54+(20x82)=
3874:  43÷34÷23=
3875:  17+(86-23)=
3876:  90+(38x68)=
3877:  80x(15x65)=
3878:  79+(77/11+95)=
3879:  32/64x66/30+43=
3880:  (35-10)-21/26=
3881:  33+(94÷47)=
3882:  (26÷18)+85=
3883:  24x(62-20)=
3884:  93+94-47=
3885:  (38x45)/3÷52=
3886:  94÷(27x89)=
3887:  61x56+55=
3888:  (91+55)x53/29=
3889:  15÷(9x12)/61=
3890:  70+73÷83=
3891:  98÷(8+43)=
3892:  38-19+8=
3893:  (65÷1)÷34=
3894:  (58/41x4)/86+21=
3895:  84÷35x77=
3896:  55+19x99=
3897:  17+55x46=
3898:  (56/91x49)÷60=
3899:  (91x98)+60=
3900:  49x78/52x83=
3901:  95÷51÷54=
3902:  82/69-14÷71=
3903:  84+38-17=
3904:  83-7÷20=
3905:  (93-20)x33=
3906:  91-51+63=
3907:  (91x85)-51=
3908:  54/24x13x42=
3909:  (79÷92)/46x28/27=
3910:  38÷(82x42)/65=
3911:  96÷(63+66)=
3912:  59÷30+3=
3913:  100+(25x24)/100=
3914:  97/67x(91÷25)=
3915:  (32/51÷22)x32/62=
3916:  (60-23)/16÷65=
3917:  53/13÷(95+100)=
3918:  18x30÷97=
3919:  (87÷66)x93=
3920:  22x(96÷67)/6=
3921:  37/81x8/43x2=
3922:  (82-33)/96+1/11=
3923:  (97÷36)x14=
3924:  70/60+(66-9)=
3925:  66x100-18=
3926:  35÷(24+52)=
3927:  11÷(23÷12)=
3928:  (87÷91)/96+43=
3929:  (97÷65)÷16=
3930:  (88+72)+85/82=
3931:  22x(85+73)=
3932:  29+(8+22)=
3933:  44/31+(97-7)=
3934:  (72-67)x94/65=
3935:  43÷(75-26)=
3936:  98/9÷98÷39=
3937:  43+34+5/25=
3938:  13+(88x63)=
3939:  75x(75÷61)=
3940:  (36÷10)+89/45=
3941:  61÷77÷81=
3942:  (80÷65)+68=
3943:  40x(9+28)=
3944:  85x78÷37=
3945:  49x(31÷63)=
3946:  34+(10÷73)=
3947:  (48+13)-20=
3948:  1÷(43÷17)=
3949:  67x(99÷34)=
3950:  77÷(97÷1)=
3951:  (83x75)÷57=
3952:  40+(62÷30)=
3953:  (53+10)-10=
3954:  63/78÷(38/75÷19)=
3955:  5x(70+35)=
3956:  46-(1+75)/8=
3957:  37+(92-80)=
3958:  (7x86)+8=
3959:  (74÷7)÷4=
3960:  (29+13)/12x41=
3961:  24x(28/65÷72)=
3962:  42÷1+55/51=
3963:  (48x3)/68x3=
3964:  78÷81x16=
3965:  18÷(35÷68)=
3966:  18x3÷85=
3967:  62x6/90x61=
3968:  7÷(23÷15)=
3969:  37+(91÷94)=
3970:  (96x18)÷67=
3971:  (11+83)÷27=
3972:  98/36+53-54=
3973:  3-(5÷2)=
3974:  52x(41/84x23)=
3975:  (15+93)-82=
3976:  26-15÷87=
3977:  (94-60)-19=
3978:  (41x63)x81/55=
3979:  33+26x84=
3980:  50x(95÷24)=
3981:  12+12÷80/95=
3982:  (99/25x61)÷20=
3983:  66÷(4+16)=
3984:  (67-24)-9=
3985:  19+66/79-13/71=
3986:  74x34+80=
3987:  45÷69/75x97=
3988:  62x31+34=
3989:  91x(12÷35)=
3990:  70÷31x85=
3991:  (40÷2)x75/13=
3992:  50+(63-54)=
3993:  54-(71-24)=
3994:  (90-37)÷46/46=
3995:  (19x56)+86=
3996:  (2÷20)/61+95=
3997:  (49÷70)+88=
3998:  51÷(9/61x52)=
3999:  71/76x(19x85)=
4000:  50÷45/8-38/31=
4001:  77/61+87-81=
4002:  75+73+31=
4003:  (16+27)+97/5=
4004:  (86+59)/31+17=
4005:  20x71+75=
4006:  53-73÷68=
4007:  39-59÷63=
4008:  19+(33x28)=
4009:  80x(79+5)=
4010:  (15/99+32)/14÷30=
4011:  (80x32)-69=
4012:  (6+1)x73=
4013:  5x(92+66)=
4014:  (9÷27)x49=
4015:  (51+58)+59=
4016:  64x89-43=
4017:  13x33x38=
4018:  8/13x(12÷84)/46=
4019:  38/57+91+47=
4020:  41/4-(87÷87)=
4021:  99/41-29/56÷32=
4022:  46+(19/13÷91)=
4023:  66/37x57/25÷37=
4024:  20÷(97x12)=
4025:  (50+81)÷66=
4026:  (28x52)-58=
4027:  39/52÷33+67=
4028:  64+65-32=
4029:  7/82+(19x33)=
4030:  (67/79x14)+29=
4031:  15-(28÷88)=
4032:  66-(40+94)/4=
4033:  88+(58/60÷5)=
4034:  72÷99+91=
4035:  85-53+81=
4036:  (28÷100)x16/98=
4037:  (2/4÷2)÷13=
4038:  (58x25)÷71=
4039:  89+89÷22/83=
4040:  17+45-19=
4041:  75+82/5÷31=
4042:  81/65+21x96/86=
4043:  85x(86x69)=
4044:  (63x43)/60+71=
4045:  2x64/61x76=
4046:  41+28+35=
4047:  22x(40-32)=
4048:  83/36+40+73/64=
4049:  38+67-34=
4050:  (89x76)+68=
4051:  96-44+82=
4052:  65/15÷46x68=
4053:  90x5/97x88=
4054:  90÷(27/98÷97)/25=
4055:  48-(2/10+13)=
4056:  (61+68)/74+49=
4057:  (32÷37)x33/78=
4058:  97+(37+53)=
4059:  91/93x(69÷56)=
4060:  (49÷94)+67=
4061:  29-22+45/50=
4062:  (76x11)/14x94=
4063:  (99/94÷1)x33=
4064:  64/19÷19x40=
4065:  55-15÷98=
4066:  (73÷60)÷28=
4067:  77+15-21=
4068:  42/61x13-41/98=
4069:  19x79-56=
4070:  4-92÷63=
4071:  67+83+39=
4072:  25+(4+29)=
4073:  33÷36+100=
4074:  (61/1x39)/24+82=
4075:  (90/29÷53)÷37=
4076:  78/67÷22÷35=
4077:  (24÷31)x26=
4078:  58÷37x51=
4079:  (13÷14)x77=
4080:  (23/91÷21)÷19=
4081:  97-92÷66/39=
4082:  41÷(41÷7)=
4083:  (92-50)x62=
4084:  (53-27)+84=
4085:  4-60÷99=
4086:  26/60÷17/64+72=
4087:  88÷88+81=
4088:  63x49+98=
4089:  (13/24÷83)/100x48=
4090:  84-(98-36)=
4091:  97/8x44x30/26=
4092:  (50/37x84)+62=
4093:  74÷18/13÷78=
4094:  25+(81x99)=
4095:  (28/42x91)÷95=
4096:  (100+1)x6=
4097:  80-50x6/44=
4098:  (6÷5)÷94=
4099:  18+65÷47=
4100:  37+(97x13)=
4101:  31+49x49/21=
4102:  73+41-23=
4103:  (78+79)-6=
4104:  98/57+28÷48=
4105:  55/6÷95+61/28=
4106:  65/10+71÷63/49=
4107:  (70-47)÷15=
4108:  13/96+89/47x61=
4109:  (77x11)÷79=
4110:  12/6x70x99=
4111:  65x(23/99÷27)=
4112:  87-5+62=
4113:  5/45+(64÷96)/35=
4114:  91x(11/53x97)=
4115:  89x(51x88)=
4116:  29-93÷29=
4117:  13÷(91-89)=
4118:  87/93x(75x77)=
4119:  39÷49/33+26=
4120:  77÷68/47x36=
4121:  (99-27)+81=
4122:  54/87+(22/15+46)=
4123:  (4+90)+30=
4124:  86÷23+24=
4125:  (59+10)+45=
4126:  (2÷96)+18=
4127:  85+89-90=
4128:  5+50x90=
4129:  17+73+51=
4130:  28x64+23=
4131:  (96+15)+74=
4132:  (82+47)÷68/73=
4133:  (22/1x61)+63/51=
4134:  4÷(50x90)/80=
4135:  58÷78/44x67/18=
4136:  (44x51)/48x3=
4137:  99x(75÷92)=
4138:  45+(79x18)=
4139:  55+(43-27)=
4140:  84x(3÷75)=
4141:  65-(69/14÷28)=
4142:  (24+64)÷85=
4143:  63/84x21÷59=
4144:  30-4÷36=
4145:  21÷(2÷16)=
4146:  (28x16)÷87=
4147:  31x(10/98x4)=
4148:  78x94x64=
4149:  (9+85)+45=
4150:  76x73-58=
4151:  (96+45)/20-1=
4152:  (59+61)-13=
4153:  53+(73÷33)=
4154:  27/74÷6x87=
4155:  21+29÷100=
4156:  (60-31)x48=
4157:  (55x59)-87=
4158:  95+(33+20)=
4159:  (25÷61)+14=
4160:  69x(74-40)=
4161:  (54x4)-46=
4162:  24÷33x86=
4163:  35-79/46+4=
4164:  5/53x16+46=
4165:  93x37-67=
4166:  (11x89)+39=
4167:  (37+3)/94+17/55=
4168:  19÷(86x62)=
4169:  73/55-(11+32)/62=
4170:  (90-6)+8=
4171:  18+(71÷88)=
4172:  (23x43)+53=
4173:  49-12-34=
4174:  85-(14/45x95)=
4175:  (65x65)÷61=
4176:  27÷87+1=
4177:  60x68÷58/23=
4178:  17/11x17+48=
4179:  44÷(78+88)=
4180:  5x67x26/57=
4181:  16x(39÷68)=
4182:  96÷(62+53)=
4183:  33/29x47-89/16=
4184:  11/89x(24x12)/20=
4185:  74/14÷11+27=
4186:  63/47+17/87-11/70=
4187:  59÷9÷13/68=
4188:  (32x93)÷64=
4189:  90/62-(4÷85)=
4190:  76÷(98x7)=
4191:  67÷(78/21÷80)=
4192:  (12/83x71)/79÷43=
4193:  96-37÷36=
4194:  62/75÷18÷8=
4195:  49+(64÷23)=
4196:  70-(86-55)=
4197:  (93÷84)+71=
4198:  (56-50)x60/75=
4199:  94+(78÷88)=
4200:  (94x46)÷15=
4201:  96÷(67+41)/33=
4202:  (91-29)-52=
4203:  89-37÷8=
4204:  55x100÷41=
4205:  63÷39/36x58/48=
4206:  82/2÷(91/22+100)=
4207:  (25/37+95)x98=
4208:  33-(49÷48)=
4209:  98/11+38+87=
4210:  64x3+73=
4211:  (1÷54)÷93=
4212:  (53+45)-48/64=
4213:  4+85x45=
4214:  (33x62)/80x99=
4215:  47+(99-47)=
4216:  (19x54)-51=
4217:  28÷33+30=
4218:  48+(26x54)=
4219:  72+(35+80)=
4220:  (29/74÷21)x10/49=
4221:  30x53/84+22/24=
4222:  (5÷50)+82=
4223:  64/63÷72/87+4=
4224:  46÷(11x22)=
4225:  (11÷28)/27+81=
4226:  (97÷87)+85=
4227:  19/76+(12+57)=
4228:  (90/98x65)x99=
4229:  36/76x(42÷53)=
4230:  24÷(93-20)=
4231:  (21-11)x18=
4232:  (97+51)x11=
4233:  21/77+(27÷75)=
4234:  59/80+(23+78)=
4235:  55/93+84x92/1=
4236:  (23/10+12)-8=
4237:  (48/44x13)+16=
4238:  (65+95)+62=
4239:  54÷(73x52)=
4240:  (48-43)÷37=
4241:  (41x80)/94+91/58=
4242:  (80+18)÷5=
4243:  29x95÷62=
4244:  (75-43)-13/83=
4245:  49x(78/67+82)/72=
4246:  86+(48/55+80)=
4247:  (99-16)/81+73/82=
4248:  (95÷69)x85=
4249:  24+(42÷28)=
4250:  17/53+(25÷70)=
4251:  28÷16/78+2=
4252:  5÷(21x18)/15=
4253:  27÷25÷36=
4254:  63+(34÷85)=
4255:  (81/15÷41)÷10=
4256:  46÷53x82=
4257:  71x76/82-78/23=
4258:  (63÷15)x82=
4259:  (64+71)/76x25=
4260:  87+(7+99)=
4261:  8x(73/92x84)=
4262:  9-(58/31+74)/12=
4263:  (74+12)-1=
4264:  (49÷73)÷66=
4265:  10x(62/97+77)=
4266:  54+(89÷42)=
4267:  74-(77-41)=
4268:  69/53÷(80-38)=
4269:  83-3+49=
4270:  16+(82/55x41)=
4271:  (77-68)+64=
4272:  72x(25/47÷39)=
4273:  (97/66x17)+64=
4274:  79-58+80=
4275:  25+90/27÷24=
4276:  51/7+14+81=
4277:  (82+75)÷50=
4278:  (66+36)-70=
4279:  41÷10x10=
4280:  76÷15+75=
4281:  74÷(62+18)=
4282:  21+(70x3)/48=
4283:  21x(53/31x33)/9=
4284:  92÷(28/50÷30)=
4285:  52-70÷93=
4286:  46+(76÷64)/37=
4287:  32x68/89-25/80=
4288:  33+58÷83=
4289:  (28+52)-40=
4290:  72/23x(48x21)=
4291:  50x(95+61)=
4292:  56÷22÷92/26=
4293:  67x(71x25)=
4294:  17÷(97÷87)=
4295:  100÷(92x21)=
4296:  (40+22)/76x54/61=
4297:  (92-64)/71÷26=
4298:  26x(93+57)=
4299:  17+(57-44)=
4300:  (86/93÷88)÷41/73=
4301:  7+6x17=
4302:  12/60+(73+28)=
4303:  94+6x86/7=
4304:  (8+36)÷18/25=
4305:  10÷57x89/13=
4306:  64/82+(89+56)=
4307:  (10+54)÷58/67=
4308:  (1x79)÷80/100=
4309:  (89+76)+85=
4310:  (79+3)÷16/6=
4311:  (18÷90)x100=
4312:  65÷(7/38÷69)=
4313:  (46+10)÷97=
4314:  43÷(5/24x21)=
4315:  (53+61)÷69=
4316:  77x57+99=
4317:  91x(44x55)=
4318:  (9-2)-16/61=
4319:  86x60+27/68=
4320:  (51÷22)+68=
4321:  25x55-7=
4322:  49+22/50÷47=
4323:  26/16x(66-39)=
4324:  (83+66)/43÷64=
4325:  30x52x54=
4326:  (28+82)÷91/27=
4327:  98+22x88=
4328:  (80+77)-53=
4329:  74/95÷(63÷60)=
4330:  67+(23+39)/27=
4331:  84x6-70=
4332:  81+(13÷58)=
4333:  86+40-46=
4334:  93+80+74=
4335:  (21/56+65)÷13=
