1:  17/63x48÷17=16/21
3181:  (67+64)x18=2358
3182:  62÷77x29=23’27/77
3183:  86-(29/80x87)=54’37/80
3184:  53x(45÷88)/99=265/968
3185:  70/67x84÷35=2’34/67
3186:  45-46/12+56/73=41’409/438
3187:  (28+6)x60=2040
3188:  55-2/40x19=54’1/20
3189:  41-3+19=57
3190:  (17/40x1)÷67=17/2680
3191:  (85÷92)x51=47’11/92
3192:  (70x15)x42=44100
3193:  52-77/55+23/47=51’21/235
3194:  37÷14x41=108’5/14
3195:  66/7÷(74x91)=33/23569
3196:  38+(64/34+99)=138’15/17
3197:  (70+79)-13=136
3198:  21÷(41x17)/24=504/697
3199:  (3/96÷50)x71/62=71/99200
3200:  54+(52÷50)/80=54’13/1000
3201:  97+80x94=7617
3202:  65+71÷85=65’71/85
3203:  (79+98)-35=142
3204:  74÷74+96=97
3205:  (53-52)÷68=1/68
3206:  15÷73/27x36=199’53/73
3207:  6x24x13=1872
3208:  80x(66+17)=6640
3209:  (69x78)÷76/7=495’27/38
3210:  (1x77)-49=28
3211:  38/38÷27/7x5=1’8/27
3212:  (36/38x32)÷97/88=27’927/1843
3213:  99x9-41/20=888’19/20
3214:  82x(7+70)=6314
3215:  (91-31)/67+84=84’60/67
3216:  (71x96)+6/91=6816’6/91
3217:  (25+51)+91=167
3218:  44+11-27=28
3219:  (32+58)÷13=6’12/13
3220:  4÷30x93=12’2/5
3221:  (56÷67)+70=70’56/67
3222:  78+(83x27)/19=195’18/19
3223:  (6÷66)/41÷3/92=92/1353
3224:  69+16x57=981
3225:  (98+50)/84+25=26’16/21
3226:  72-(99/67x40)=12’60/67
3227:  78÷(77÷100)=101’23/77
3228:  (63x50)-51=3099
3229:  30-14-15/22=15’7/22
3230:  97÷30+7=10’7/30
3231:  26÷70÷17=13/595
3232:  55+45+75=175
3233:  (76/26÷7)/89x13/82=19/25543
3234:  70÷6+99/9=22’2/3
3235:  43+80-25=98
3236:  88-36÷73=87’37/73
3237:  51+19-47=23
3238:  (72+40)-86=26
3239:  60/2x64/41x78/64=57’3/41
3240:  95-(44÷82)=94’19/41
3241:  30/29x(76+5)=83’23/29
3242:  6+(5+67)=78
3243:  (82x95)x23=179170
3244:  39-(69+64)/29=34’12/29
3245:  84-16+85=153
3246:  87-(31÷44)=86’13/44
3247:  (96x60)-8=5752
3248:  10-(29/62÷91)=9’5613/5642
3249:  21/88÷(45+71)=21/10208
3250:  85x(80-46)=2890
3251:  49+90/47+29=79’43/47
3252:  2÷93/64+15=16’35/93
3253:  28/87x41x95/65=19’323/1131
3254:  43+71+79=193
3255:  (15x67)-100=905
3256:  43x(57+3)=2580
3257:  37/94+(26÷97)=6033/9118
3258:  56+85x12/20=107
3259:  94-(85÷92)=93’7/92
3260:  35÷(49+42)=5/13
3261:  (41÷47)x99=86’17/47
3262:  36÷63÷46=2/161
3263:  2x59÷38=3’2/19
3264:  (9x81)x5=3645
3265:  1+(95/1x41)=3896
3266:  (17x100)/1÷73/6=139’53/73
3267:  (7+44)x21=1071
3268:  37x(95-12)/70=43’61/70
3269:  (41÷48)+7=7’41/48
3270:  74/37+18÷19=2’18/19
3271:  70+(35x4)/67=72’6/67
3272:  60+77x67=5219
3273:  52+4÷72=52’1/18
3274:  (19x51)x11=10659
3275:  3÷11÷99=1/363
3276:  56+(33/83÷62)=56’33/5146
3277:  50x(26/36+81)=4086’1/9
3278:  (56x65)÷13=280
3279:  (72/17x19)÷12=6’12/17
3280:  35÷59x30=17’47/59
3281:  22-35/30+78=98’5/6
3282:  46-(1÷84)/7=45’587/588
3283:  (35-19)x20=320
3284:  42+13/63x79=58’19/63
3285:  (18x60)+97=1177
3286:  79x(82+5)=6873
3287:  (54/32x67)x2=226’1/8
3288:  54+75÷84=54’25/28
3289:  80/43+76/49x49=77’37/43
3290:  65/11-78/42÷10=5’557/770
3291:  13/87x(70÷88)=455/3828
3292:  (83-30)x85=4505
3293:  96/58x52+43=129’2/29
3294:  (58-16)÷69/30=18’6/23
3295:  46x(100+4)/61=78’26/61
3296:  (3/23÷4)x27/23=81/2116
3297:  (7x75)/73÷15/94=45’5/73
3298:  (95÷71)÷90=19/1278
3299:  (97-38)-48=11
3300:  84/75x(11x94)=1158’2/25
3301:  73-60+31/97=13’31/97
3302:  53÷81/53÷46=2809/3726
3303:  (62+21)+70/60=84’1/6
3304:  32/18x(57-51)/47=32/141
3305:  95x75+87/51=7126’12/17
3306:  (57x11)÷51/20=245’15/17
3307:  75x90÷85=79’7/17
3308:  (66x10)÷50/27=356’2/5
3309:  15÷(45x95)=1/285
3310:  9÷(20x54)=1/120
3311:  40/32÷(3x69)/33=55/276
3312:  32+(70x78)=5492
3313:  (78-62)÷38=8/19
3314:  (33x82)÷21/76=9793’1/7
3315:  (94x97)÷13=701’5/13
3316:  46+80-89=37
3317:  (24+87)x73/70=115’53/70
3318:  97-75x36/67=56’47/67
3319:  (66/84+43)÷2=21’25/28
3320:  34-(45÷82)=33’37/82
3321:  (68/60÷13)x26=2’4/15
3322:  (69+24)+40=133
3323:  (46/97÷61)/90+75/62=1’3462871/16508430
3324:  61÷25÷15=61/375
3325:  2x61÷14=8’5/7
3326:  74x(76x10)=56240
3327:  (76/29x70)x63=11557’7/29
3328:  74-(95+13)/30=70’2/5
3329:  (5÷84)÷44=5/3696
3330:  55/70+5÷8=1’23/56
3331:  38/1+(32÷17)=39’15/17
3332:  8/57+(86÷34)=2’649/969
3333:  (70x37)÷52=49’21/26
3334:  15/70÷(22x36)/6=1/616
3335:  72x(8÷93)/53=192/1643
3336:  (34+71)/43÷92/83=2’803/3956
3337:  84+(73+55)=212
3338:  57-34/73-52=4’39/73
3339:  23÷(42x74)=23/3108
3340:  2x38+29=105
3341:  89x16-3=1421
3342:  13x56x85=61880
3343:  63÷(32-20)=5’1/4
3344:  93x(60/57+49)/18=258’23/38
3345:  (96x33)/86÷32=1’13/86
3346:  34+(83÷30)=36’23/30
3347:  (23/41+40)x32=1297’39/41
3348:  (75+30)/94x15=16’71/94
3349:  80x72+75=5835
3350:  56/7x(49x56)=21952
3351:  90+(99x79)=7911
3352:  66÷23÷48=11/184
3353:  (85-12)÷20=3’13/20
3354:  41x(92÷19)=198’10/19
3355:  (21+75)-50=46
3356:  82/30-(13÷43)=2’278/645
3357:  (97x96)-83=9229
3358:  91x17-42=1505
3359:  (38x14)/33+49=65’4/33
3360:  (34+87)+39=160
3361:  61÷(7x88)=61/616
3362:  18+19x86=1652
3363:  66÷(52+34)=33/43
3364:  86/96+(64/58÷37)=47675/51504
3365:  (32+42)÷52=1’11/26
3366:  72/73÷(18+100)=36/4307
3367:  (38+68)-55/73=105’18/73
3368:  97÷(26÷70)=261’2/13
3369:  64/20+(34/24x46)=68’11/30
3370:  (87-77)x77=770
3371:  15x(52x29)=22620
3372:  (4/63x56)÷83=32/747
3373:  78+13÷39/62=98’2/3
3374:  (80x53)x7/40=742
3375:  (1÷6)x27=4’1/2
3376:  29÷(33/26÷33)=754
3377:  (7/58+71)/34+18=20’181/1972
3378:  (72÷20)÷93=6/155
3379:  80x54÷97=44’52/97
3380:  37-(16÷38)=36’11/19
3381:  26+31/55÷44=26’31/2420
3382:  (99÷41)+84/46=4’227/943
3383:  69÷53-64/82=1133/2173
3384:  78+(95-51)=122
3385:  25x(46x28)=32200
3386:  43-84/32+38=78’3/8
3387:  24÷46+77=77’12/23
3388:  56+86÷7=68’2/7
3389:  7x28+38=234
3390:  79/72-(40÷69)=857/1656
3391:  (60/35+31)/73÷9=229/4599
3392:  49/3x(38x62)=38481’1/3
3393:  (44÷86)x88=45’1/43
3394:  (55+25)x10=800
3395:  69+38/79x66=100’59/79
3396:  (100/71+81)x27=2225’2/71
3397:  (30x70)-11/78=2099’67/78
3398:  83x99+17=8234
3399:  93/92÷(38/74x84)=1147/48944
3400:  13-38/23÷75=12’1687/1725
3401:  (33+2)+6=41
3402:  30x21x58=36540
3403:  45/43x(77/49÷73)=495/21973
3404:  79÷(20÷62)=244’9/10
3405:  34/30-(21÷45)/37=1’67/555
3406:  (100/55x7)/99÷64=35/17424
3407:  (19x82)÷8=194’3/4
3408:  32÷(19/34x80)=68/95
3409:  73x(2÷3)/18=2’19/27
3410:  94+(85x99)=8509
3411:  39x86+77=3431
3412:  (23x85)+35/55=1955’7/11
3413:  (20+15)÷57/44=27’1/57
3414:  (30÷21)÷52/59=1’113/182
3415:  (87x82)-74=7060
3416:  (33+22)÷76/17=12’23/76
3417:  16/81x(74+18)/25=1472/2025
3418:  (58/43x49)/36÷54/27=1421/1548
3419:  (98-78)÷87=20/87
3420:  82x55/70÷48=1’115/336
3421:  53÷47x11/67=583/3149
3422:  89+(70÷40)=90’3/4
3423:  79x(19x77)=115577
3424:  (82÷18)÷21=41/189
3425:  (98x21)÷37/21=1168’2/37
3426:  (82/11x12)+87=176’5/11
3427:  28x1+58=86
3428:  55÷93÷89=55/8277
3429:  (95÷69)÷32=95/2208
3430:  76x16/98+31=43’20/49
3431:  (67÷43)÷70=67/3010
3432:  61x68x85=352580
3433:  38/7x(61÷72)=4’151/252
3434:  (91/57+29)÷11=2’490/627
3435:  73÷(75+9)=73/84
3436:  (70-69)/46+27=27’1/46
3437:  12÷(98x17)=6/833
3438:  42÷(29x6)=7/29
3439:  (34/10÷81)/19x88=1496/7695
3440:  78x36-90=2718
3441:  91/98÷92x17=221/1288
3442:  83÷(37÷50)=112’6/37
3443:  44-12/59+81=124’47/59
3444:  99/62÷11+27/64=1125/1984
3445:  38÷(2÷98)/16=29792
3446:  (14+7)/51x61/76=427/1292
3447:  (60/40+92)/5+77/73=19’551/730
3448:  100-32÷80=99’3/5
3449:  (98÷49)÷98=1/49
3450:  (77x93)÷34=210’21/34
3451:  54-31/19x46/90=53’142/855
3452:  (71/9x6)x63=2982
3453:  (41÷60)÷67=41/4020
3454:  55+44/39÷66=55’2/117
3455:  2÷(90-24)/84=2’6/11
3456:  44÷(16/75+90)=1650/3383
3457:  60/7x3x98=2520
3458:  28÷(28÷59)=59
3459:  (27/11x89)/63x66=228’6/7
3460:  51÷(29÷65)=114’9/29
3461:  21/61x13/14÷56/20=195/1708
3462:  46+63/87x74/59=46’1554/1711
3463:  (9+60)-42/87=68’15/29
3464:  (45x2)x89=8010
3465:  27+47+43/31=75’12/31
3466:  44+(10÷38)/65=44’1/247
3467:  80+56+95=231
3468:  (70-31)x84=3276
3469:  83x63÷23=227’8/23
3470:  63÷62÷14=9/124
3471:  85÷(13÷9)/7=411’12/13
3472:  17÷(44+72)=17/116
3473:  86+56÷89=86’56/89
3474:  11+76/53x59=95’32/53
3475:  5x66÷97=3’39/97
3476:  (76x13)÷32=30’7/8
3477:  13-37/68+54=66’31/68
3478:  15÷56÷48=5/896
3479:  64+(11x60)/3=284
3480:  35÷(73-52)/80=133’1/3
3481:  26-(43÷12)/65=25’737/780
3482:  40x(82+55)=5480
3483:  58+(69+88)=215
3484:  25÷(24÷16)=16’2/3
3485:  33÷(70÷76)=35’29/35
3486:  (33+1)-12=22
3487:  12x84÷9=112
3488:  (3x82)÷24=10’1/4
3489:  82x(86x82)=578264
3490:  31x(53÷91)=18’5/91
3491:  94/2÷91÷79=47/7189
3492:  (84/44x97)÷86=2’145/946
3493:  (9÷60)÷5=3/100
3494:  60+(29x99)=2931
3495:  (24x42)/41x34/18=46’18/41
3496:  42/72+94x75=7050’7/12
3497:  86÷92+27=27’43/46
3498:  (68/76+64)+27=91’17/19
3499:  61+73-24=110
3500:  (28÷20)x66=92’2/5
3501:  (12x22)÷35=7’19/35
3502:  10÷2-28/26=3’12/13
3503:  (55/92÷95)÷100=11/174800
3504:  87÷1x74=6438
3505:  (18/61+24)x90=2186’34/61
3506:  17÷(97÷49)=8’57/97
3507:  51+(7x78)/75=58’7/25
3508:  24-21/87x43=13’18/29
3509:  (44+2)/80÷78=23/3120
3510:  38÷57÷13=2/39
3511:  (77/21x63)/7÷26=1’7/26
3512:  81+53x70=3791
3513:  18+(55÷2)=45’1/2
3514:  (45/78x51)x36/55=19’37/143
3515:  37÷(50÷32)=23’17/25
3516:  65/63÷71+35/16=2’14459/71568
3517:  26x19x56/14=1976
3518:  (80/52x99)+52=204’4/13
3519:  5/12+(66-58)=8’5/12
3520:  67x(95x61)=388265
3521:  (51/84x71)x86=3707’3/14
3522:  22+(85+77)=184
3523:  67/23÷7+30=30’67/161
3524:  44÷(12x7)=11/21
3525:  (22x84)÷21=88
3526:  (73-27)x63/98=29’4/7
3527:  66x56/40x73=6745’1/5
3528:  (81x57)/60-23=53’19/20
3529:  50/58+96/76÷52=6349/7163
3530:  (34-29)+66=71
3531:  (52÷52)x11=11
3532:  86÷56+94/85=2’1527/2380
3533:  61÷76x4=3’4/19
3534:  88÷71x16=19’59/71
3535:  (93÷90)+62=63’1/30
3536:  89÷(86÷78)=80’31/43
3537:  (24÷5)x76=364’4/5
3538:  69/15x71/71+35=39’3/5
3539:  (24/65÷23)÷14=12/10465
3540:  (55-4)÷56=51/56
3541:  (37/9x66)+35=306’1/3
3542:  60+69+64=193
3543:  6-18÷86=5’34/43
3544:  (67÷37)+39=40’30/37
3545:  (48x35)+21=1701
3546:  70-22/16+12=80’5/8
3547:  (53÷35)÷31=53/1085
3548:  (48+21)-7=62
3549:  (49x52)/67x79=3004’24/67
3550:  (77-19)-6=52
3551:  (60÷95)+99=99’12/19
3552:  72+(51÷76)/66=72’17/1672
3553:  38÷25÷89=38/2225
3554:  99-60-91/71=37’51/71
3555:  54x(100x7)=37800
3556:  (41+28)/18+37/4=13’1/12
3557:  57/44÷(43x53)=57/100276
3558:  82x93÷79/15=1447’77/79
3559:  23÷97÷87=23/8439
3560:  14+27+76=117
3561:  (100x62)-18=6182
3562:  (37/100+28)/100+69=69’2837/10000
3563:  (76+76)÷73=2’6/73
3564:  70/99÷70+88/82=1’338/4059
3565:  (10x82)-22=798
3566:  74/88+(48÷69)/85=73039/86020
3567:  (79-22)/5+26=37’2/5
3568:  (78-22)x78=4368
3569:  (5/12+53)+77=130’5/12
3570:  78÷(91÷44)=37’5/7
3571:  82÷6÷89=41/267
3572:  87-(45/44+85)=43/44
3573:  (57x72)-52=4052
3574:  (52÷30)÷94=13/705
3575:  (31x85)+33=2668
3576:  (95÷82)x14/57=35/123
3577:  (35x49)-11=1704
3578:  (89+47)/6÷45=68/135
3579:  63-(13-12)=62
3580:  (37÷27)÷24=37/648
3581:  29÷(68x11)=29/748
3582:  (17x93)-97=1484
3583:  4/99÷(8-3)=4/495
3584:  52-(5/8x52)=19’1/2
3585:  68/52+(24+76)=101’4/13
3586:  91+6-43=54
3587:  65x(15+58)=4745
3588:  96-65-12=19
3589:  94x(64-44)=1880
3590:  78-78/30-9=66’2/5
3591:  5+90+14/40=95’7/20
3592:  36÷27/19÷12=2’1/9
3593:  (83+19)/29+59=62’15/29
3594:  (34x57)÷31/98=6126’18/31
3595:  55-24/36-35/95=53’55/57
3596:  68x(63÷19)=225’9/19
3597:  (89x91)+88=8187
3598:  10+25÷96=10’25/96
3599:  76÷(81÷67)=62’70/81
3600:  (59x39)/35+24=89’26/35
3601:  70-68+98=100
3602:  52+(92/54+76)=129’19/27
3603:  1+(32x45)/82=18’23/41
3604:  93+50x58/20=238
3605:  (18+18)+14/70=36’1/5
3606:  96+37/60x5=99’1/12
3607:  (99x44)-22=4334
3608:  (17-8)÷16=9/16
3609:  98-(18÷21)=97’1/7
3610:  6+51x16=822
3611:  8+6/87÷6=8’1/87
3612:  33x51+8=1691
3613:  (48x58)x16=44544
3614:  16-27/79+85=100’52/79
3615:  2+93+21=116
3616:  73/17x(50x94)/71=284’312/1207
3617:  8÷1-6=2
3618:  94+30÷55=94’6/11
3619:  35-(31÷99)=34’68/99
3620:  (14÷19)+61=61’14/19
3621:  57/22x(50+95)=375’15/22
3622:  79-(40÷61)=78’21/61
3623:  59+(76-45)=90
3624:  22÷(60x37)=11/1110
3625:  58+88-15/86=145’71/86
3626:  72÷33+53=55’2/11
3627:  (58x19)x78=85956
3628:  83-50-5/24=32’19/24
3629:  84÷100+25=25’21/25
3630:  (88x15)-86=1234
3631:  3÷(73/83+74)=249/6215
3632:  55/36x(91/8÷32)=5005/9216
3633:  80/78x71-11=61’32/39
3634:  32x95/93-2/57=32’1154/1767
3635:  40+(48÷73)=40’48/73
3636:  (88÷36)÷59=22/531
3637:  41÷44x76=70’9/11
3638:  35-22+12/61=13’12/61
3639:  (53x35)÷78=23’61/78
3640:  40÷(90/39x17)=1’1/51
3641:  (29+91)-24=96
3642:  93÷(96÷79)/60=4591’7/8
3643:  93÷(47-37)/60=558
3644:  3x(4+64)/45=4’8/15
3645:  44x21-65=859
3646:  (70x87)-47=6043
3647:  (46/30+11)/88+100=100’47/330
3648:  67x69÷54=85’11/18
3649:  13+(23÷95)=13’23/95
3650:  (26x86)x30=67080
3651:  14+(38+60)=112
3652:  71-(56+2)/87=70’1/3
3653:  70/61+(98x11)=1079’9/61
3654:  27+(78/18+36)=67’1/3
3655:  71÷(78+21)=71/99
3656:  (28-18)+77=87
3657:  (73+50)÷19=6’9/19
3658:  60x(78÷68)=68’14/17
3659:  31x71÷5=440’1/5
3660:  (50+48)+60=158
3661:  28/68+(20+29)=49’7/17
3662:  80÷(18+62)=1
3663:  (75x55)-60=4065
3664:  (44/83x60)+87=118’67/83
3665:  96x(77÷68)=108’12/17
3666:  5x(28x65)=9100
3667:  43x7÷90/79=264’19/90
3668:  37÷22x70=117’8/11
3669:  72/37-(10÷39)=1’995/1443
3670:  (75+88)÷95=1’68/95
3671:  (1+20)+58=79
3672:  (90/18-2)÷3=1
3673:  8÷(49x34)=4/833
3674:  41x100+86=4186
3675:  68+8+30=106
3676:  60-32÷37=59’5/37
3677:  (5÷25)÷79=1/395
3678:  35+22x81/22=116
3679:  9÷48/1x87=16’5/16
3680:  (80÷29)÷22=40/319
3681:  (21x99)÷90=23’1/10
3682:  49+(32÷19)=50’13/19
3683:  (58x31)÷98=18’17/49
3684:  (35+4)/77+55=55’39/77
3685:  (51x59)/94x18=576’9/47
3686:  95÷(96/16x95)=1/6
3687:  (2x56)+100=212
3688:  (65-52)+12=25
3689:  43+(16÷50)=43’8/25
3690:  90/35÷32x30=2’23/56
3691:  (36x75)x90=243000
3692:  (52÷90)x98=56’28/45
3693:  13+(25÷67)=13’25/67
3694:  (91+52)-33=110
3695:  75/1+26/77÷19/69=76’331/1463
3696:  (78/50x75)÷56=2’5/56
3697:  18+(5+99)=122
3698:  (100÷50)+20=22
3699:  7-(83÷61)=5’39/61
3700:  49-27+49=71
3701:  97÷(88-25)/37=56’61/63
3702:  70x56/79÷55=784/869
3703:  78+(96x64)=6222
3704:  (42/76+53)÷33=1’71/114
3705:  2x53x52/73=75’37/73
3706:  (43+46)/52x34/28=2’57/728
3707:  88x(45÷43)=92’4/43
3708:  67/100+73+16/32=74’17/100
3709:  57x(58+51)/70=88’53/70
3710:  59x21-2=1237
3711:  9-(1x88)/16=3’1/2
3712:  (86÷8)x28/58=5’11/58
3713:  86-78÷58=84’19/29
3714:  39÷19x56/20=5’71/95
3715:  30x7/15÷43=14/43
3716:  18x(9+86)=1710
3717:  11÷(65/80÷5)/89=6024’8/13
3718:  8÷(9x13)=8/117
3719:  98/36+98÷84=3’8/9
3720:  (11+59)x28=1960
3721:  (47/87+20)+78/96=21’491/1392
3722:  (46/9+29)÷48/79=56’61/432
3723:  59/18+65/21+17/16=7’439/1008
3724:  60x99-78=5862
3725:  (1x97)-41/5=88’4/5
3726:  23÷(27+44)/80=25’65/71
3727:  (23÷39)/33+55=55’23/1287
3728:  95x(40+69)/46=225’5/46
3729:  8+(17÷14)=9’3/14
3730:  46x63+98/52=2899’23/26
3731:  9+2x67=143
3732:  53/12+41+38=83’5/12
3733:  (99÷95)÷68=99/6460
3734:  50x91/70÷35=1’6/7
3735:  (66/62x79)-97/65=82’1218/2015
3736:  86+80-45=121
3737:  (28÷31)x13=11’23/31
3738:  52÷67÷17=52/1139
3739:  23/80x(28÷78)=161/1560
3740:  94÷3/25+32=815’1/3
3741:  90+38/56+71=161’19/28
3742:  (23-9)÷85=14/85
3743:  100+(10/97+10)=110’10/97
3744:  (2/56x82)/26x91=10’1/4
3745:  (23÷52)+59=59’23/52
3746:  (67x23)-95=1446
3747:  53+61÷8=60’5/8
3748:  94/53+10/78÷84/94=1’79613/86814
3749:  63x(41/38÷84)=123/152
3750:  95x(12+69)=7695
3751:  66÷(98x69)=11/1127
3752:  (10/8+95)-44/19=93’71/76
3753:  89x19/26÷55=1’261/1430
3754:  15-9-99/90=4’9/10
3755:  (38/80÷19)÷84/5=1/672
3756:  (87-6)+74=155
3757:  66÷17+93=96’15/17
3758:  48+67÷42=49’25/42
3759:  8/88÷75÷91/9=3/25025
3760:  (100+75)-92=83
3761:  (7-3)x77=308
3762:  (26x100)+37=2637
3763:  86+(86÷88)/53=86’43/2332
3764:  30x90+90=2790
3765:  61÷43+65/11=7’155/473
3766:  40-(24-1)=17
3767:  84+76/7÷96=84’19/168
3768:  19÷86+15=15’19/86
3769:  24x(62+83)=3480
3770:  68÷41x72=119’17/41
3771:  72/71÷50/80+56=57’221/355
3772:  73x98x53/100=3791’31/50
3773:  (85÷35)÷7=17/49
3774:  (66÷44)÷57=1/38
3775:  16÷48÷91=1/273
3776:  (15x22)÷96=3’7/16
3777:  15+53+13=81
3778:  72x87/34x94/38=455’239/323
3779:  31x96/43-69/57=67’816/817
3780:  18-(64÷31)=15’29/31
3781:  (7÷52)/76÷88=7/347776
3782:  21+(5÷36)=21’5/36
3783:  (47+99)-13=133
3784:  (49÷67)x34=24’58/67
3785:  (61x35)-98=2037
3786:  90/64÷27x67=3’47/96
3787:  (64+38)x70=7140
3788:  47÷(97+8)=47/105
3789:  19/7÷(81+66)=19/1029
3790:  31÷40+94=94’31/40
3791:  76x41/100x74/72=32’23/900
3792:  44÷(90+56)=22/73
3793:  14÷(68-34)=7/17
3794:  (86÷6)+87=101’1/3
3795:  33÷(93x40)=11/1240
3796:  (86x12)x66=68112
3797:  4x34x30=4080
3798:  17+(76-6)=87
3799:  (67+16)/2÷80=83/160
3800:  (73x91)/35+15=204’4/5
3801:  6/54÷(14+63)=1/693
3802:  (55x88)÷81=59’61/81
3803:  7+39x100=3907
3804:  85x53-71/58=4503’45/58
3805:  56x(92+70)=9072
3806:  (51-30)+77/70=22’1/10
3807:  (95-90)+45=50
3808:  62+88÷54=63’17/27
3809:  (74÷98)÷64=37/3136
3810:  98-(49-30)=79
3811:  36/42+33÷37=1’194/259
3812:  63+98+41=202
3813:  (53-50)x82=246
3814:  54/1-33÷85=53’52/85
3815:  19÷88÷26/13=19/176
3816:  65+(86x44)/59=129’8/59
3817:  (97-81)x73=1168
3818:  24-88÷99=23’1/9
3819:  (65x21)x37=50505
3820:  70x14x40=39200
3821:  14÷(14+12)=7/13
3822:  35/6x39-89/4=205’1/4
3823:  53+38x43=1687
3824:  (58x77)-97=4369
3825:  (72/8+81)-35=55
3826:  (46x79)/24x60=9085
3827:  (83/53+76)x75=5817’24/53
3828:  3x(28÷59)=1’25/59
3829:  86÷(26÷72)=238’2/13
3830:  58÷(15+39)=1’2/27
3831:  (7x67)/1+43/18=471’7/18
3832:  (11÷33)/50+48=48’1/150
3833:  74/64+(45+37)=83’5/32
3834:  64/28+(64-51)/86=2’263/602
3835:  30x87-63/12=2604’3/4
3836:  (97-63)/76÷35=17/1330
3837:  24+(65+53)=142
3838:  (65x37)+66=2471
3839:  (14x48)-39=633
3840:  7-(6÷36)=6’5/6
3841:  27+57÷44/74=122’19/22
3842:  (29÷53)÷75=29/3975
3843:  60÷63÷63=20/1323
3844:  33/85÷27+59=59’11/765
3845:  (99÷98)+57=58’1/98
3846:  42x47/36+95=149’5/6
3847:  (61-29)÷89=32/89
3848:  (99÷27)x89=326’1/3
3849:  64x(42+5)=3008
3850:  (34/31+30)+65=96’3/31
3851:  16÷(69/52+20)=832/1109
3852:  37÷98/67÷34/87=64’2425/3332
3853:  87/100x(71÷44)/91=6177/400400
3854:  70÷(76-18)/41=49’14/29
3855:  82+(31-28)=85
3856:  52+36+12=100
3857:  (11x35)-88=297
3858:  62/22x82+33=264’1/11
3859:  97x(12+4)/66=23’17/33
3860:  60-1+100=159
3861:  (38x9)-19=323
3862:  70-8÷63=69’55/63
3863:  (39-14)+76/59=26’17/59
3864:  16/81+80+73=153’16/81
3865:  14x(1x47)=658
3866:  (93+63)÷28=5’4/7
3867:  (72/12x15)÷57=1’11/19
3868:  23x(63/74+52)=1215’43/74
3869:  10÷(27+53)=1/8
3870:  (78÷63)÷52=1/42
3871:  14/90x(51÷2)=3’29/30
3872:  83x(24+12)=2988
3873:  54+(20x82)=1694
3874:  43÷34÷23=43/782
3875:  17+(86-23)=80
3876:  90+(38x68)=2674
3877:  80x(15x65)=78000
3878:  79+(77/11+95)=181
3879:  32/64x66/30+43=44’1/10
3880:  (35-10)-21/26=24’5/26
3881:  33+(94÷47)=35
3882:  (26÷18)+85=86’4/9
3883:  24x(62-20)=1008
3884:  93+94-47=140
3885:  (38x45)/3÷52=10’25/26
3886:  94÷(27x89)=94/2403
3887:  61x56+55=3471
3888:  (91+55)x53/29=266’24/29
3889:  15÷(9x12)/61=8’17/36
3890:  70+73÷83=70’73/83
3891:  98÷(8+43)=1’47/51
3892:  38-19+8=27
3893:  (65÷1)÷34=1’31/34
3894:  (58/41x4)/86+21=21’116/1763
3895:  84÷35x77=184’4/5
3896:  55+19x99=1936
3897:  17+55x46=2547
3898:  (56/91x49)÷60=98/195
3899:  (91x98)+60=8978
3900:  49x78/52x83=6100’1/2
3901:  95÷51÷54=95/2754
3902:  82/69-14÷71=4856/4899
3903:  84+38-17=105
3904:  83-7÷20=82’13/20
3905:  (93-20)x33=2409
3906:  91-51+63=103
3907:  (91x85)-51=7684
3908:  54/24x13x42=1228’1/2
3909:  (79÷92)/46x28/27=553/28566
3910:  38÷(82x42)/65=1235/1722
3911:  96÷(63+66)=32/43
3912:  59÷30+3=4’29/30
3913:  100+(25x24)/100=106
3914:  97/67x(91÷25)=5’452/1675
3915:  (32/51÷22)x32/62=256/17391
3916:  (60-23)/16÷65=37/1040
3917:  53/13÷(95+100)=53/2535
3918:  18x30÷97=5’55/97
3919:  (87÷66)x93=122’13/22
3920:  22x(96÷67)/6=5’17/67
3921:  37/81x8/43x2=592/3483
3922:  (82-33)/96+1/11=635/1056
3923:  (97÷36)x14=37’13/18
3924:  70/60+(66-9)=58’1/6
3925:  66x100-18=6582
3926:  35÷(24+52)=35/76
3927:  11÷(23÷12)=5’17/23
3928:  (87÷91)/96+43=43’29/2912
3929:  (97÷65)÷16=97/1040
3930:  (88+72)+85/82=161’3/82
3931:  22x(85+73)=3476
3932:  29+(8+22)=59
3933:  44/31+(97-7)=91’13/31
3934:  (72-67)x94/65=7’3/13
3935:  43÷(75-26)=43/49
3936:  98/9÷98÷39=1/351
3937:  43+34+5/25=77’1/5
3938:  13+(88x63)=5557
3939:  75x(75÷61)=92’13/61
3940:  (36÷10)+89/45=5’26/45
3941:  61÷77÷81=61/6237
3942:  (80÷65)+68=69’3/13
3943:  40x(9+28)=1480
3944:  85x78÷37=179’7/37
3945:  49x(31÷63)=24’1/9
3946:  34+(10÷73)=34’10/73
3947:  (48+13)-20=41
3948:  1÷(43÷17)=17/43
3949:  67x(99÷34)=195’3/34
3950:  77÷(97÷1)=77/97
3951:  (83x75)÷57=109’4/19
3952:  40+(62÷30)=42’1/15
3953:  (53+10)-10=53
3954:  63/78÷(38/75÷19)=30’15/52
3955:  5x(70+35)=525
3956:  46-(1+75)/8=36’1/2
3957:  37+(92-80)=49
3958:  (7x86)+8=610
3959:  (74÷7)÷4=2’9/14
3960:  (29+13)/12x41=143’1/2
